numero_incident,type_incident,station,ligne_orange,ligne_verte,ligne_jaune,ligne_bleue,annee,mois,jour_du_mois,date,duree_mins
S21022001,S,Snowdon,1,0,0,0,2020,2,21,2020-02-21,25
S21022002,S,St-Michel,0,0,0,1,2020,2,21,2020-02-21,25
S21022003,S,Berri-UQAM,0,1,0,0,2020,2,21,2020-02-21,34
S21022004,S,Jarry,1,0,0,0,2020,2,21,2020-02-21,46
S21022005,S,Acadie,0,0,0,1,2020,2,21,2020-02-21,21
S21022006,S,Honorée-Beaugrand,0,1,0,0,2020,2,21,2020-02-21,52
S21022007,S,Berri L-2,1,0,0,0,2020,2,21,2020-02-21,41
S21022008,S,Berri-UQAM,0,1,0,0,2020,2,21,2020-02-21,46
S21022101,S,Monk,0,1,0,0,2021,2,21,2021-02-21,18
S21022102,S,Berri-UQAM,0,1,0,0,2021,2,21,2021-02-21,3
S21022103,S,Guy-Concordia,0,1,0,0,2021,2,21,2021-02-21,7
S21022104,S,Honorée-Beaugrand,0,1,0,0,2021,2,21,2021-02-21,47
S21022105,S,Langelier,0,1,0,0,2021,2,21,2021-02-22,16
S21022106,S,Université de Montréal,0,0,0,1,2021,2,21,2021-02-22,13
S21022201,S,McGill,0,1,0,0,2022,2,21,2022-02-21,4
S21022202,S,McGill,0,1,0,0,2022,2,21,2022-02-21,22
S21022203,S,McGill,0,1,0,0,2022,2,21,2022-02-21,20
S21022204,S,Guy-Concordia,0,1,0,0,2022,2,21,2022-02-21,43
S21022205,S,Beaubien,1,0,0,0,2022,2,21,2022-02-21,57
S21022206,S,Frontenac,0,1,0,0,2022,2,21,2022-02-21,30
S21022207,S,Côte-Vertu,1,0,0,0,2022,2,21,2022-02-21,2
S21022208,S,Radisson,0,1,0,0,2022,2,21,2022-02-21,28
S21031901,S,Montmorency,1,0,0,0,2019,3,21,2019-03-21,43
S21031902,S,Papineau,0,1,0,0,2019,3,21,2019-03-21,19
S21031904,S,Pie-IX,0,1,0,0,2019,3,21,2019-03-21,49
S21032001,S,Sherbrooke,1,0,0,0,2020,3,21,2020-03-21,24
S21032002,S,Lionel-Groulx,0,1,0,0,2020,3,21,2020-03-21,23
S21032003,S,Berri-UQAM,0,1,0,0,2020,3,21,2020-03-21,44
S21032004,S,McGill,0,1,0,0,2020,3,21,2020-03-22,40
S21032101,S,LaSalle,0,1,0,0,2021,3,21,2021-03-21,52
S21032102,S,Place-D'Armes,1,0,0,0,2021,3,21,2021-03-21,37
S21032103,S,Guy-Concordia,0,1,0,0,2021,3,21,2021-03-21,50
S21032104,S,LaSalle,0,1,0,0,2021,3,21,2021-03-21,46
S21032105,S,Côte-des-Neiges,0,0,0,1,2021,3,21,2021-03-22,57
S21032201,S,Montmorency,1,0,0,0,2022,3,21,2022-03-21,39
S21032202,S,McGill,0,1,0,0,2022,3,21,2022-03-21,23
S21032203,S,Guy-Concordia,0,1,0,0,2022,3,21,2022-03-21,29
S21032204,S,St-Michel,0,0,0,1,2022,3,21,2022-03-21,22
S21032205,S,Vendôme,1,0,0,0,2022,3,21,2022-03-21,55
S21032206,S,St-Michel,0,0,0,1,2022,3,21,2022-03-21,14
S21032207,S,Henri-Bourassa,1,0,0,0,2022,3,21,2022-03-21,28
S21032208,S,Radisson,0,1,0,0,2022,3,21,2022-03-21,58
S21032209,S,Pie-IX,0,1,0,0,2022,3,21,2022-03-21,22
S21032210,S,Monk,0,1,0,0,2022,3,21,2022-03-22,55
S21041901,S,Berri-UQAM,0,1,0,0,2019,4,21,2019-04-21,59
S21041902,S,Pie-IX,0,1,0,0,2019,4,21,2019-04-21,16
S21041903,S,Joliette,0,1,0,0,2019,4,21,2019-04-21,38
S21041904,S,Guy-Concordia,0,1,0,0,2019,4,21,2019-04-21,34
S21041905,S,Plamondon,1,0,0,0,2019,4,21,2019-04-21,37
S21041906,S,Laurier,1,0,0,0,2019,4,21,2019-04-21,40
S21042001,S,Peel,0,1,0,0,2020,4,21,2020-04-21,9
S21042002,S,Berri-UQAM,0,1,0,0,2020,4,21,2020-04-21,44
S21042003,S,Berri-UQAM,0,1,0,0,2020,4,21,2020-04-21,51
S21042004,S,Georges-Vanier,1,0,0,0,2020,4,21,2020-04-21,47
S21042005,S,Langelier,0,1,0,0,2020,4,21,2020-04-21,39
S21042101,S,Crémazie,1,0,0,0,2021,4,21,2021-04-21,37
S21042102,S,Sherbrooke,1,0,0,0,2021,4,21,2021-04-21,34
S21042103,S,Berri-UQAM,0,1,0,0,2021,4,21,2021-04-21,55
S21042104,S,Cartier,1,0,0,0,2021,4,21,2021-04-21,19
S21042105,S,Berri-UQAM,0,1,0,0,2021,4,21,2021-04-21,6
S21042106,S,Côte-Vertu,1,0,0,0,2021,4,21,2021-04-21,31
S21042107,S,Parc,0,0,0,1,2021,4,21,2021-04-21,8
S21042108,S,McGill,0,1,0,0,2021,4,21,2021-04-22,4
S21042201,S,Henri-Bourassa,1,0,0,0,2022,4,21,2022-04-21,8
S21042202,S,Lucien-L'Allier,1,0,0,0,2022,4,21,2022-04-21,52
S21042203,S,Radisson,0,1,0,0,2022,4,21,2022-04-21,14
S21051901,S,Lionel-Groulx,0,1,0,0,2019,5,21,2019-05-21,13
S21051902,S,Crémazie,1,0,0,0,2019,5,21,2019-05-21,57
S21051903,S,Snowdon,1,0,0,0,2019,5,21,2019-05-21,42
S21051904,S,Guy-Concordia,0,1,0,0,2019,5,21,2019-05-21,58
S21051905,S,Charlevoix,0,1,0,0,2019,5,21,2019-05-21,21
S21052001,S,Atwater,0,1,0,0,2020,5,21,2020-05-21,45
S21052002,S,Lionel-Groulx,0,1,0,0,2020,5,21,2020-05-21,43
S21052003,S,Lionel-Groulx,0,1,0,0,2020,5,21,2020-05-21,5
S21052101,S,Outremont,0,0,0,1,2021,5,21,2021-05-21,33
S21052102,S,St-Michel,0,0,0,1,2021,5,21,2021-05-21,24
S21052103,S,Verdun,0,1,0,0,2021,5,21,2021-05-21,53
S21052104,S,Atwater,0,1,0,0,2021,5,21,2021-05-21,19
S21052105,S,Université de Montréal,0,0,0,1,2021,5,21,2021-05-21,25
S21052106,S,Cadillac,0,1,0,0,2021,5,21,2021-05-21,23
S21052107,S,Snowdon,1,0,0,0,2021,5,21,2021-05-22,12
S21052201,S,De La Concorde,1,0,0,0,2022,5,21,2022-05-21,38
S21052202,S,Champs-de-Mars,1,0,0,0,2022,5,21,2022-05-21,32
S21052203,S,Square-Victoria,1,0,0,0,2022,5,21,2022-05-21,23
S21052204,S,Berri-UQAM,0,1,0,0,2022,5,21,2022-05-21,55
S21052206,S,LaSalle,0,1,0,0,2022,5,21,2022-05-21,42
S21052207,S,Villa-Maria,1,0,0,0,2022,5,21,2022-05-21,56
S21052208,S,Crémazie,1,0,0,0,2022,5,21,2022-05-21,35
S21052209,S,Lionel-Groulx,0,1,0,0,2022,5,21,2022-05-21,16
S21052210,S,LaSalle,0,1,0,0,2022,5,21,2022-05-21,25
S21052211,S,Monk,0,1,0,0,2022,5,21,2022-05-21,0
S21052212,S,Mont-Royal,1,0,0,0,2022,5,21,2022-05-21,50
S21061901,S,Papineau,0,1,0,0,2019,6,21,2019-06-21,32
S21061902,S,Lucien-L'Allier,1,0,0,0,2019,6,21,2019-06-21,4
S21061903,S,Bonaventure,1,0,0,0,2019,6,21,2019-06-21,20
S21061904,S,Bonaventure,1,0,0,0,2019,6,21,2019-06-21,8
S21061905,S,McGill,0,1,0,0,2019,6,21,2019-06-21,20
S21061906,S,Frontenac,0,1,0,0,2019,6,21,2019-06-21,32
S21061907,S,De La Concorde,1,0,0,0,2019,6,21,2019-06-21,25
S21062001,S,Square-Victoria,1,0,0,0,2020,6,21,2020-06-21,4
S21062002,S,Peel,0,1,0,0,2020,6,21,2020-06-21,15
S21062003,S,St-Laurent,0,1,0,0,2020,6,21,2020-06-21,33
S21062004,S,Peel,0,1,0,0,2020,6,21,2020-06-21,21
S21062005,S,St-Laurent,0,1,0,0,2020,6,21,2020-06-21,28
S21062006,S,Berri-UQAM,0,1,0,0,2020,6,21,2020-06-21,56
S21062007,S,Côte Ste-Catherine,1,0,0,0,2020,6,21,2020-06-21,14
S21062101,S,Beaudry,0,1,0,0,2021,6,21,2021-06-21,42
S21062102,S,Berri-UQAM,0,1,0,0,2021,6,21,2021-06-21,11
S21062201,S,LaSalle,0,1,0,0,2022,6,21,2022-06-21,39
S21062202,S,Angrignon,0,1,0,0,2022,6,21,2022-06-21,31
S21062203,S,Henri-Bourassa,1,0,0,0,2022,6,21,2022-06-21,10
S21071901,S,Honorée-Beaugrand,0,1,0,0,2019,7,21,2019-07-21,13
S21071902,S,Laurier,1,0,0,0,2019,7,21,2019-07-21,40
S21071903,S,Crémazie,1,0,0,0,2019,7,21,2019-07-21,30
S21071904,S,Square-Victoria,1,0,0,0,2019,7,21,2019-07-21,41
S21071905,S,Fabre,0,0,0,1,2019,7,21,2019-07-21,0
S21071906,S,Côte-Vertu,1,0,0,0,2019,7,21,2019-07-21,28
S21071908,S,Rosemont,1,0,0,0,2019,7,21,2019-07-21,49
S21072001,S,Monk,0,1,0,0,2020,7,21,2020-07-21,35
S21072002,S,Berri-UQAM,0,1,0,0,2020,7,21,2020-07-21,8
S21072003,S,Villa-Maria,1,0,0,0,2020,7,21,2020-07-21,20
S21072004,S,Bonaventure,1,0,0,0,2020,7,21,2020-07-21,41
S21072005,S,Mont-Royal,1,0,0,0,2020,7,21,2020-07-21,40
S21072006,S,St-Laurent,0,1,0,0,2020,7,21,2020-07-21,37
S21072007,S,Cartier,1,0,0,0,2020,7,21,2020-07-21,41
S21072101,S,Acadie,0,0,0,1,2021,7,21,2021-07-21,14
S21072102,S,Cadillac,0,1,0,0,2021,7,21,2021-07-21,4
S21072103,S,Place-D'Armes,1,0,0,0,2021,7,21,2021-07-21,45
S21072104,S,Frontenac,0,1,0,0,2021,7,21,2021-07-21,37
S21072105,S,Jean-Talon,1,0,0,0,2021,7,21,2021-07-21,6
S21072201,S,Namur,1,0,0,0,2022,7,21,2022-07-21,51
S21072202,S,Papineau,0,1,0,0,2022,7,21,2022-07-21,6
S21072203,S,Villa-Maria,1,0,0,0,2022,7,21,2022-07-21,2
S21081901,S,Lionel-Groulx,0,1,0,0,2019,8,21,2019-08-21,12
S21081902,S,St-Michel,0,0,0,1,2019,8,21,2019-08-21,3
S21081903,S,Rosemont,1,0,0,0,2019,8,21,2019-08-21,30
S21081904,S,Bonaventure,1,0,0,0,2019,8,21,2019-08-21,12
S21081905,S,St-Laurent,0,1,0,0,2019,8,21,2019-08-21,12
S21081906,S,Langelier,0,1,0,0,2019,8,21,2019-08-21,31
S21081907,S,Vendôme,1,0,0,0,2019,8,21,2019-08-21,2
S21082101,S,Snowdon,1,0,0,0,2021,8,21,2021-08-21,13
S21082102,S,Mont-Royal,1,0,0,0,2021,8,21,2021-08-21,2
S21082103,S,Sherbrooke,1,0,0,0,2021,8,21,2021-08-21,49
S21082104,S,Berri-UQAM,0,1,0,0,2021,8,21,2021-08-21,51
S21091901,S,Snowdon,1,0,0,0,2019,9,21,2019-09-21,43
S21091902,S,Berri-UQAM,0,1,0,0,2019,9,21,2019-09-21,44
S21091903,S,Berri-UQAM,0,1,0,0,2019,9,21,2019-09-21,56
S21091904,S,Guy-Concordia,0,1,0,0,2019,9,21,2019-09-21,9
S21091905,S,Square-Victoria,1,0,0,0,2019,9,21,2019-09-21,25
S21091906,S,Lionel-Groulx,0,1,0,0,2019,9,21,2019-09-21,48
S21091908,S,Place-des-Arts,0,1,0,0,2019,9,21,2019-09-21,9
S21091909,S,Papineau,0,1,0,0,2019,9,21,2019-09-21,14
S21091910,S,Montmorency,1,0,0,0,2019,9,21,2019-09-21,45
S21091911,S,Cadillac,0,1,0,0,2019,9,21,2019-09-22,0
S21092001,S,McGill,0,1,0,0,2020,9,21,2020-09-21,34
S21092002,S,Joliette,0,1,0,0,2020,9,21,2020-09-21,35
S21092003,S,Bonaventure,1,0,0,0,2020,9,21,2020-09-21,15
S21092101,S,Mont-Royal,1,0,0,0,2021,9,21,2021-09-21,28
S21092103,S,Côte-Vertu,1,0,0,0,2021,9,21,2021-09-22,33
S21101901,S,Verdun,0,1,0,0,2019,10,21,2019-10-21,27
S21101902,S,Berri-UQAM,0,1,0,0,2019,10,21,2019-10-21,39
S21101903,S,Berri L-2,1,0,0,0,2019,10,21,2019-10-21,43
S21101904,S,Préfontaine,0,1,0,0,2019,10,21,2019-10-21,37
S21101905,S,Vendôme,1,0,0,0,2019,10,21,2019-10-21,49
S21101906,S,Honorée-Beaugrand,0,1,0,0,2019,10,21,2019-10-21,0
S21101907,S,Berri-UQAM,0,1,0,0,2019,10,21,2019-10-21,20
S21101908,S,Sherbrooke,1,0,0,0,2019,10,21,2019-10-21,27
S21101909,S,Côte Ste-Catherine,1,0,0,0,2019,10,21,2019-10-21,36
S21102001,S,Berri-UQAM,0,1,0,0,2020,10,21,2020-10-21,48
S21102002,S,Montmorency,1,0,0,0,2020,10,21,2020-10-21,5
S21102003,S,Snowdon,1,0,0,0,2020,10,21,2020-10-21,55
S21102004,S,Peel,0,1,0,0,2020,10,21,2020-10-21,5
S21102005,S,Lionel-Groulx,0,1,0,0,2020,10,21,2020-10-21,22
S21102007,S,Pie-IX,0,1,0,0,2020,10,21,2020-10-21,26
S21102008,S,Atwater,0,1,0,0,2020,10,21,2020-10-21,28
S21102009,S,Lionel-Groulx,0,1,0,0,2020,10,21,2020-10-21,46
S21102101,S,Côte-Vertu,1,0,0,0,2021,10,21,2021-10-21,26
S21102102,S,Pie-IX,0,1,0,0,2021,10,21,2021-10-21,0
S21102103,S,Cadillac,0,1,0,0,2021,10,21,2021-10-21,7
S21102104,S,Côte-Vertu,1,0,0,0,2021,10,21,2021-10-21,47
S21102105,S,Préfontaine,0,1,0,0,2021,10,21,2021-10-21,56
S21111901,S,McGill,0,1,0,0,2019,11,21,2019-11-21,26
S21111902,S,Papineau,0,1,0,0,2019,11,21,2019-11-21,59
S21111903,S,Honorée-Beaugrand,0,1,0,0,2019,11,21,2019-11-21,27
S21111904,S,Radisson,0,1,0,0,2019,11,21,2019-11-21,34
S21111905,S,Atwater,0,1,0,0,2019,11,21,2019-11-21,0
S21111906,S,Préfontaine,0,1,0,0,2019,11,21,2019-11-21,25
S21111907,S,Angrignon,0,1,0,0,2019,11,21,2019-11-21,34
S21111908,S,Guy-Concordia,0,1,0,0,2019,11,21,2019-11-22,11
S21112001,S,Fabre,0,0,0,1,2020,11,21,2020-11-21,27
S21112101,S,Sherbrooke,1,0,0,0,2021,11,21,2021-11-21,6
S21112102,S,McGill,0,1,0,0,2021,11,21,2021-11-21,24
S21112103,S,Place-des-Arts,0,1,0,0,2021,11,21,2021-11-21,34
S21112104,S,Guy-Concordia,0,1,0,0,2021,11,21,2021-11-21,14
S21112105,S,Côte Ste-Catherine,1,0,0,0,2021,11,21,2021-11-21,37
S21112106,S,Place St-Henri,1,0,0,0,2021,11,21,2021-11-21,29
S21112107,S,Atwater,0,1,0,0,2021,11,21,2021-11-21,11
S21112108,S,St-Michel,0,0,0,1,2021,11,21,2021-11-22,56
S21112109,S,Radisson,0,1,0,0,2021,11,21,2021-11-22,11
S21112110,S,Montmorency,1,0,0,0,2021,11,21,2021-11-21,41
S21112111,S,Acadie,0,0,0,1,2021,11,21,2021-11-21,13
S21121901,S,Guy-Concordia,0,1,0,0,2019,12,21,2019-12-21,27
S21121902,S,Place-des-Arts,0,1,0,0,2019,12,21,2019-12-21,35
S21121903,S,Snowdon,1,0,0,0,2019,12,21,2019-12-21,52
S21121904,S,Mont-Royal,1,0,0,0,2019,12,21,2019-12-21,50
S21121905,S,Berri L-2,1,0,0,0,2019,12,21,2019-12-21,38
S21121906,S,Guy-Concordia,0,1,0,0,2019,12,21,2019-12-21,33
S21121907,S,Berri L-2,1,0,0,0,2019,12,21,2019-12-21,4
S21121909,S,Papineau,0,1,0,0,2019,12,21,2019-12-22,22
S21121910,S,Sherbrooke,1,0,0,0,2019,12,21,2019-12-22,33
S21122001,S,Monk,0,1,0,0,2020,12,21,2020-12-21,13
S21122002,S,McGill,0,1,0,0,2020,12,21,2020-12-21,51
S21122101,S,Longueuil,0,0,1,0,2021,12,21,2021-12-21,7
S21122102,S,Berri-UQAM,0,1,0,0,2021,12,21,2021-12-21,22
S21122103,S,Beaudry,0,1,0,0,2021,12,21,2021-12-21,46
S21122104,S,Mont-Royal,1,0,0,0,2021,12,21,2021-12-21,21
S21122105,S,Lionel-Groulx,0,1,0,0,2021,12,21,2021-12-21,3
S21122106,S,Berri-UQAM,0,1,0,0,2021,12,21,2021-12-21,13
S21122107,S,Place-des-Arts,0,1,0,0,2021,12,21,2021-12-22,37
S22011901,S,Henri-Bourassa,1,0,0,0,2019,1,22,2019-01-22,57
S22011902,S,Jolicoeur,0,1,0,0,2019,1,22,2019-01-22,33
S22011903,S,Mont-Royal,1,0,0,0,2019,1,22,2019-01-22,27
S22011904,S,Sherbrooke,1,0,0,0,2019,1,22,2019-01-22,52
S22011905,S,St-Michel,0,0,0,1,2019,1,22,2019-01-22,50
S22011906,S,Honorée-Beaugrand,0,1,0,0,2019,1,22,2019-01-22,22
S22011907,S,Pie-IX,0,1,0,0,2019,1,22,2019-01-22,55
S22011908,S,Berri-UQAM,0,1,0,0,2019,1,22,2019-01-22,8
S22011909,S,Lionel-Groulx,0,1,0,0,2019,1,22,2019-01-22,23
S22011910,S,Champs-de-Mars,1,0,0,0,2019,1,22,2019-01-22,25
S22011911,S,Place-des-Arts,0,1,0,0,2019,1,22,2019-01-22,46
S22011912,S,Montmorency,1,0,0,0,2019,1,22,2019-01-22,41
S22011913,S,Plamondon,1,0,0,0,2019,1,22,2019-01-23,46
S22012001,S,Beaudry,0,1,0,0,2020,1,22,2020-01-22,55
S22012002,S,Peel,0,1,0,0,2020,1,22,2020-01-22,57
S22012003,S,Berri-UQAM,0,1,0,0,2020,1,22,2020-01-22,19
S22012004,S,Guy-Concordia,0,1,0,0,2020,1,22,2020-01-22,8
S22012005,S,Radisson,0,1,0,0,2020,1,22,2020-01-22,59
S22012006,S,Côte-des-Neiges,0,0,0,1,2020,1,22,2020-01-22,57
S22012007,S,Jean-Talon,1,0,0,0,2020,1,22,2020-01-22,17
S22012008,S,Peel,0,1,0,0,2020,1,22,2020-01-22,26
S22012009,S,Beaubien,1,0,0,0,2020,1,22,2020-01-22,0
S22012010,S,Henri-Bourassa,1,0,0,0,2020,1,22,2020-01-22,43
S22012011,S,Berri-UQAM,0,1,0,0,2020,1,22,2020-01-22,21
S22012012,S,De Castelnau,0,0,0,1,2020,1,22,2020-01-23,37
S22012101,S,Place-D'Armes,1,0,0,0,2021,1,22,2021-01-22,5
S22012102,S,Côte-Vertu,1,0,0,0,2021,1,22,2021-01-22,4
S22012103,S,Berri L-2,1,0,0,0,2021,1,22,2021-01-22,52
S22012104,S,Vendôme,1,0,0,0,2021,1,22,2021-01-22,10
S22012105,S,Peel,0,1,0,0,2021,1,22,2021-01-22,5
S22012106,S,Angrignon,0,1,0,0,2021,1,22,2021-01-22,5
S22012201,S,Guy-Concordia,0,1,0,0,2022,1,22,2022-01-22,19
S22012202,S,De la Savane,1,0,0,0,2022,1,22,2022-01-22,0
S22012203,S,Georges-Vanier,1,0,0,0,2022,1,22,2022-01-22,29
S22012204,S,Beaudry,0,1,0,0,2022,1,22,2022-01-22,6
S22012205,S,McGill,0,1,0,0,2022,1,22,2022-01-23,7
S22021901,S,Henri-Bourassa,1,0,0,0,2019,2,22,2019-02-22,53
S22021902,S,Berri L-2,1,0,0,0,2019,2,22,2019-02-22,13
S22021903,S,Jean-Talon,0,0,0,1,2019,2,22,2019-02-22,22
S22021904,S,Montmorency,1,0,0,0,2019,2,22,2019-02-22,28
S22021905,S,Papineau,0,1,0,0,2019,2,22,2019-02-22,55
S22021906,S,Côte Ste-Catherine,1,0,0,0,2019,2,22,2019-02-22,14
S22021907,S,Lionel-Groulx,0,1,0,0,2019,2,22,2019-02-22,13
S22022001,S,Pie-IX,0,1,0,0,2020,2,22,2020-02-22,13
S22022002,S,Bonaventure,1,0,0,0,2020,2,22,2020-02-22,51
S22022003,S,St-Michel,0,0,0,1,2020,2,22,2020-02-22,39
S22022004,S,Radisson,0,1,0,0,2020,2,22,2020-02-22,24
S22022005,S,Du Collège,1,0,0,0,2020,2,22,2020-02-22,57
S22022006,S,Côte-des-Neiges,0,0,0,1,2020,2,22,2020-02-22,32
S22022101,S,Bonaventure,1,0,0,0,2021,2,22,2021-02-22,39
S22022102,S,McGill,0,1,0,0,2021,2,22,2021-02-22,26
S22022103,S,Henri-Bourassa,1,0,0,0,2021,2,22,2021-02-22,7
S22022104,S,Bonaventure,1,0,0,0,2021,2,22,2021-02-22,43
S22022105,S,McGill,0,1,0,0,2021,2,22,2021-02-22,3
S22022106,S,Longueuil,0,0,1,0,2021,2,22,2021-02-22,50
S22022201,S,Côte Ste-Catherine,1,0,0,0,2022,2,22,2022-02-22,12
S22022202,S,Longueuil,0,0,1,0,2022,2,22,2022-02-22,6
S22022203,S,Fabre,0,0,0,1,2022,2,22,2022-02-22,37
S22022204,S,Sherbrooke,1,0,0,0,2022,2,22,2022-02-22,22
S22022205,S,Berri-UQAM,0,1,0,0,2022,2,22,2022-02-22,20
S22022206,S,Guy-Concordia,0,1,0,0,2022,2,22,2022-02-22,24
S22022207,S,Cadillac,0,1,0,0,2022,2,22,2022-02-22,51
S22022208,S,Atwater,0,1,0,0,2022,2,22,2022-02-22,19
S22031901,S,Mont-Royal,1,0,0,0,2019,3,22,2019-03-22,23
S22031902,S,Vendôme,1,0,0,0,2019,3,22,2019-03-22,32
S22031903,S,Berri-UQAM,0,1,0,0,2019,3,22,2019-03-22,18
S22031904,S,Montmorency,1,0,0,0,2019,3,22,2019-03-22,4
S22031905,S,Place St-Henri,1,0,0,0,2019,3,22,2019-03-22,30
S22031906,S,Atwater,0,1,0,0,2019,3,22,2019-03-22,51
S22031907,S,Place-des-Arts,0,1,0,0,2019,3,22,2019-03-22,50
S22031908,S,Beaudry,0,1,0,0,2019,3,22,2019-03-22,47
S22031909,S,Sherbrooke,1,0,0,0,2019,3,22,2019-03-22,37
S22031910,S,Place-des-Arts,0,1,0,0,2019,3,22,2019-03-22,32
S22031911,S,Langelier,0,1,0,0,2019,3,22,2019-03-22,2
S22031912,S,Berri-UQAM,0,1,0,0,2019,3,22,2019-03-22,32
S22031913,S,Lionel-Groulx,0,1,0,0,2019,3,22,2019-03-22,49
S22032001,S,Square-Victoria,1,0,0,0,2020,3,22,2020-03-22,35
S22032002,S,Viau,0,1,0,0,2020,3,22,2020-03-22,41
S22032003,S,Jean-Talon,1,0,0,0,2020,3,22,2020-03-22,18
S22032004,S,Côte-des-Neiges,0,0,0,1,2020,3,22,2020-03-22,7
S22032005,S,De La Concorde,1,0,0,0,2020,3,22,2020-03-22,6
S22032006,S,Place St-Henri,1,0,0,0,2020,3,22,2020-03-22,31
S22032007,S,Côte-Vertu,1,0,0,0,2020,3,22,2020-03-22,49
S22032101,S,Montmorency,1,0,0,0,2021,3,22,2021-03-22,40
S22032102,S,Berri-UQAM,0,1,0,0,2021,3,22,2021-03-22,25
S22032103,S,Parc,0,0,0,1,2021,3,22,2021-03-22,0
S22032104,S,De Castelnau,0,0,0,1,2021,3,22,2021-03-22,23
S22032105,S,Crémazie,1,0,0,0,2021,3,22,2021-03-22,51
S22032106,S,Laurier,1,0,0,0,2021,3,22,2021-03-22,10
S22032107,S,Henri-Bourassa,1,0,0,0,2021,3,22,2021-03-22,16
S22032108,S,Henri-Bourassa,1,0,0,0,2021,3,22,2021-03-22,30
S22032109,S,Peel,0,1,0,0,2021,3,22,2021-03-22,45
S22032110,S,Côte-des-Neiges,0,0,0,1,2021,3,22,2021-03-22,35
S22032201,S,Plamondon,1,0,0,0,2022,3,22,2022-03-22,7
S22032202,S,Côte Ste-Catherine,1,0,0,0,2022,3,22,2022-03-22,39
S22032203,S,Viau,0,1,0,0,2022,3,22,2022-03-22,25
S22032204,S,Papineau,0,1,0,0,2022,3,22,2022-03-22,18
S22032205,S,Edouard Montpetit,0,0,0,1,2022,3,22,2022-03-22,54
S22032206,S,Montmorency,1,0,0,0,2022,3,22,2022-03-22,37
S22032207,S,Honorée-Beaugrand,0,1,0,0,2022,3,22,2022-03-22,7
S22041901,S,Lionel-Groulx,0,1,0,0,2019,4,22,2019-04-22,49
S22041902,S,Monk,0,1,0,0,2019,4,22,2019-04-22,19
S22041903,S,Peel,0,1,0,0,2019,4,22,2019-04-22,38
S22042001,S,Peel,0,1,0,0,2020,4,22,2020-04-22,47
S22042002,S,De l'Eglise,0,1,0,0,2020,4,22,2020-04-22,35
S22042003,S,Guy-Concordia,0,1,0,0,2020,4,22,2020-04-22,50
S22042004,S,Lionel-Groulx,0,1,0,0,2020,4,22,2020-04-22,23
S22042005,S,Place St-Henri,1,0,0,0,2020,4,22,2020-04-22,30
S22042006,S,Villa-Maria,1,0,0,0,2020,4,22,2020-04-23,54
S22042101,S,Place St-Henri,1,0,0,0,2021,4,22,2021-04-22,15
S22042102,S,Berri-UQAM,0,1,0,0,2021,4,22,2021-04-22,30
S22042103,S,Berri-UQAM,0,1,0,0,2021,4,22,2021-04-22,1
S22042104,S,Bonaventure,1,0,0,0,2021,4,22,2021-04-22,56
S22042105,S,Laurier,1,0,0,0,2021,4,22,2021-04-22,33
S22042106,S,Peel,0,1,0,0,2021,4,22,2021-04-22,25
S22042202,S,Préfontaine,0,1,0,0,2022,4,22,2022-04-22,9
S22042203,S,Peel,0,1,0,0,2022,4,22,2022-04-22,14
S22042204,S,Sherbrooke,1,0,0,0,2022,4,22,2022-04-22,29
S22042205,S,Cadillac,0,1,0,0,2022,4,22,2022-04-22,5
S22042206,S,Crémazie,1,0,0,0,2022,4,22,2022-04-22,32
S22042207,S,Cadillac,0,1,0,0,2022,4,22,2022-04-22,44
S22042208,S,Mont-Royal,1,0,0,0,2022,4,22,2022-04-22,49
S22042209,S,Côte-Vertu,1,0,0,0,2022,4,22,2022-04-22,57
S22051901,S,Henri-Bourassa,1,0,0,0,2019,5,22,2019-05-22,43
S22051902,S,Lionel-Groulx,1,0,0,0,2019,5,22,2019-05-22,16
S22051903,S,Berri-UQAM,0,1,0,0,2019,5,22,2019-05-22,38
S22051904,S,Lionel-Groulx,1,0,0,0,2019,5,22,2019-05-22,37
S22051905,S,Berri L-2,1,0,0,0,2019,5,22,2019-05-22,13
S22051906,S,Villa-Maria,1,0,0,0,2019,5,22,2019-05-22,41
S22051907,S,Square-Victoria,1,0,0,0,2019,5,22,2019-05-22,20
S22051908,S,Préfontaine,0,1,0,0,2019,5,22,2019-05-22,19
S22052001,S,Place-D'Armes,1,0,0,0,2020,5,22,2020-05-22,4
S22052002,S,Jarry,1,0,0,0,2020,5,22,2020-05-22,19
S22052101,S,Préfontaine,0,1,0,0,2021,5,22,2021-05-22,40
S22052102,S,Berri L-2,1,0,0,0,2021,5,22,2021-05-22,4
S22052103,S,Lionel-Groulx,0,1,0,0,2021,5,22,2021-05-22,35
S22052104,S,Plamondon,1,0,0,0,2021,5,22,2021-05-22,20
S22052105,S,Sauvé,1,0,0,0,2021,5,22,2021-05-22,57
S22052106,S,McGill,0,1,0,0,2021,5,22,2021-05-22,23
S22052107,S,Jarry,1,0,0,0,2021,5,22,2021-05-22,38
S22052108,S,McGill,0,1,0,0,2021,5,22,2021-05-22,12
S22052109,S,Berri-UQAM,0,1,0,0,2021,5,22,2021-05-22,12
S22052201,S,Jean-Talon,1,0,0,0,2022,5,22,2022-05-22,25
S22052202,S,Longueuil,0,0,1,0,2022,5,22,2022-05-22,8
S22052203,S,St-Laurent,0,1,0,0,2022,5,22,2022-05-22,34
