numero_incident,type_incident,station,ligne_orange,ligne_verte,ligne_jaune,ligne_bleue,annee,mois,jour_du_mois,date,duree_mins
S01011901,S,Snowdon,1,0,0,0,2019,1,1,2019-01-01,36
S01011902,S,Snowdon,1,0,0,0,2019,1,1,2019-01-01,46
S01011903,S,Place-des-Arts,0,1,0,0,2019,1,1,2019-01-01,6
S01011904,S,Lionel-Groulx,0,1,0,0,2019,1,1,2019-01-01,40
S01011905,S,Berri-UQAM,0,1,0,0,2019,1,1,2019-01-01,29
S01011906,S,Berri-UQAM,0,1,0,0,2019,1,1,2019-01-01,15
S01011907,S,St-Laurent,0,1,0,0,2019,1,1,2019-01-01,29
S01011908,S,Verdun,0,1,0,0,2019,1,1,2019-01-01,11
S01011909,S,Berri-UQAM,0,1,0,0,2019,1,1,2019-01-01,29
S01012001,S,Atwater,0,1,0,0,2020,1,1,2020-01-02,37
S01012002,S,Place St-Henri,1,0,0,0,2020,1,1,2020-01-02,57
S01012003,S,Square-Victoria,1,0,0,0,2020,1,1,2020-01-02,57
S01012004,S,Mont-Royal,1,0,0,0,2020,1,1,2020-01-02,58
S01012005,S,Place-des-Arts,0,1,0,0,2020,1,1,2020-01-02,0
S01012006,S,Beaudry,0,1,0,0,2020,1,1,2020-01-02,25
S01012007,S,Lionel-Groulx,0,1,0,0,2020,1,1,2020-01-02,30
S01012008,S,McGill,0,1,0,0,2020,1,1,2020-01-02,0
S01012009,S,Jarry,1,0,0,0,2020,1,1,2020-01-01,26
S01012010,S,St-Laurent,0,1,0,0,2020,1,1,2020-01-01,45
S01012011,S,Vendôme,1,0,0,0,2020,1,1,2020-01-01,25
S01012012,S,Berri-UQAM,0,1,0,0,2020,1,1,2020-01-01,50
S01012013,S,Côte-Vertu,1,0,0,0,2020,1,1,2020-01-01,50
S01012014,S,Côte-des-Neiges,0,0,0,1,2020,1,1,2020-01-01,11
S01012015,S,Namur,1,0,0,0,2020,1,1,2020-01-01,25
S01012101,S,Atwater,0,1,0,0,2021,1,1,2021-01-01,37
S01012102,S,Lucien-L'Allier,1,0,0,0,2021,1,1,2021-01-01,57
S01012103,S,Berri-UQAM,0,1,0,0,2021,1,1,2021-01-01,26
S01012104,S,Beaubien,1,0,0,0,2021,1,1,2021-01-01,20
S01012105,S,Viau,0,1,0,0,2021,1,1,2021-01-01,34
S01012106,S,Place-D'Armes,1,0,0,0,2021,1,1,2021-01-01,52
S01012107,S,Berri-UQAM,0,1,0,0,2021,1,1,2021-01-01,31
S01012108,S,Place-D'Armes,1,0,0,0,2021,1,1,2021-01-01,25
S01012109,S,Parc,0,0,0,1,2021,1,1,2021-01-01,15
S01012201,S,Papineau,0,1,0,0,2022,1,1,2022-01-01,10
S01012202,S,Fabre,0,0,0,1,2022,1,1,2022-01-01,4
S01012203,S,McGill,0,1,0,0,2022,1,1,2022-01-02,30
S01021901,S,Sauvé,1,0,0,0,2019,2,1,2019-02-01,31
S01021902,S,Peel,0,1,0,0,2019,2,1,2019-02-01,25
S01021903,S,Jean-Talon,1,0,0,0,2019,2,1,2019-02-01,32
S01021904,S,Langelier,0,1,0,0,2019,2,1,2019-02-01,46
S01021905,S,De l'Eglise,0,1,0,0,2019,2,1,2019-02-01,23
S01021906,S,Acadie,0,0,0,1,2019,2,1,2019-02-01,17
S01021907,S,Outremont,0,0,0,1,2019,2,1,2019-02-01,3
S01021908,S,Côte-Vertu,1,0,0,0,2019,2,1,2019-02-01,12
S01021909,S,Berri-UQAM,0,1,0,0,2019,2,1,2019-02-01,23
S01021910,S,McGill,0,1,0,0,2019,2,1,2019-02-01,7
S01021911,S,Lionel-Groulx,1,0,0,0,2019,2,1,2019-02-01,21
S01021912,S,Bonaventure,1,0,0,0,2019,2,1,2019-02-01,10
S01021913,S,Berri-UQAM,0,1,0,0,2019,2,1,2019-02-01,57
S01021914,S,Place-des-Arts,0,1,0,0,2019,2,1,2019-02-01,21
S01021915,S,Berri L-2,1,0,0,0,2019,2,1,2019-02-01,13
S01021916,S,Jarry,1,0,0,0,2019,2,1,2019-02-01,12
S01021917,S,Bonaventure,1,0,0,0,2019,2,1,2019-02-01,41
S01021918,S,Joliette,0,1,0,0,2019,2,1,2019-02-02,30
S01022001,S,Côte-des-Neiges,0,0,0,1,2020,2,1,2020-02-01,33
S01022002,S,Berri-UQAM,0,1,0,0,2020,2,1,2020-02-01,26
S01022003,S,Papineau,0,1,0,0,2020,2,1,2020-02-01,25
S01022004,S,Lionel-Groulx,0,1,0,0,2020,2,1,2020-02-01,11
S01022005,S,Jean-Talon,1,0,0,0,2020,2,1,2020-02-01,21
S01022006,S,Snowdon,1,0,0,0,2020,2,1,2020-02-01,59
S01022007,S,Berri-UQAM,0,1,0,0,2020,2,1,2020-02-01,36
S01022008,S,Joliette,0,1,0,0,2020,2,1,2020-02-01,26
S01022102,S,Place-des-Arts,0,1,0,0,2021,2,1,2021-02-01,40
S01022103,S,Rosemont,1,0,0,0,2021,2,1,2021-02-01,46
S01022104,S,Lionel-Groulx,0,1,0,0,2021,2,1,2021-02-01,20
S01022105,S,Préfontaine,0,1,0,0,2021,2,1,2021-02-01,25
S01022106,S,Lucien-L'Allier,1,0,0,0,2021,2,1,2021-02-01,10
S01022107,S,Georges-Vanier,1,0,0,0,2021,2,1,2021-02-01,44
S01022108,S,Guy-Concordia,0,1,0,0,2021,2,1,2021-02-01,17
S01022109,S,Parc,0,0,0,1,2021,2,1,2021-02-01,49
S01022110,S,Guy-Concordia,0,1,0,0,2021,2,1,2021-02-01,21
S01022111,S,St-Laurent,0,1,0,0,2021,2,1,2021-02-01,59
S01022112,S,Place-des-Arts,0,1,0,0,2021,2,1,2021-02-01,20
S01022113,S,McGill,0,1,0,0,2021,2,1,2021-02-01,52
S01022114,S,Lionel-Groulx,0,1,0,0,2021,2,1,2021-02-01,25
S01022201,S,St-Michel,0,0,0,1,2022,2,1,2022-02-01,0
S01022202,S,Atwater,0,1,0,0,2022,2,1,2022-02-01,36
S01022203,S,Lionel-Groulx,0,1,0,0,2022,2,1,2022-02-01,52
S01022204,S,Place-des-Arts,0,1,0,0,2022,2,1,2022-02-01,0
S01022205,S,Place-des-Arts,0,1,0,0,2022,2,1,2022-02-02,51
S01031901,S,Angrignon,0,1,0,0,2019,3,1,2019-03-01,32
S01031902,S,St-Michel,0,0,0,1,2019,3,1,2019-03-01,53
S01031903,S,Lionel-Groulx,0,1,0,0,2019,3,1,2019-03-01,31
S01031904,S,Jean-Talon,1,0,0,0,2019,3,1,2019-03-01,31
S01031905,S,Fabre,0,0,0,1,2019,3,1,2019-03-01,11
S01031906,S,Parc,0,0,0,1,2019,3,1,2019-03-01,22
S01031907,S,Atwater,0,1,0,0,2019,3,1,2019-03-01,29
S01031908,S,Côte Ste-Catherine,1,0,0,0,2019,3,1,2019-03-01,7
S01031909,S,Mont-Royal,1,0,0,0,2019,3,1,2019-03-01,13
S01031910,S,Mont-Royal,1,0,0,0,2019,3,1,2019-03-01,46
S01031911,S,Jean-Talon,1,0,0,0,2019,3,1,2019-03-02,31
S01032001,S,Papineau,0,1,0,0,2020,3,1,2020-03-01,17
S01032002,S,St-Laurent,0,1,0,0,2020,3,1,2020-03-01,44
S01032003,S,Pie-IX,0,1,0,0,2020,3,1,2020-03-01,33
S01032004,S,McGill,0,1,0,0,2020,3,1,2020-03-01,50
S01032005,S,Berri-UQAM,0,1,0,0,2020,3,1,2020-03-01,46
S01032006,S,Place-des-Arts,0,1,0,0,2020,3,1,2020-03-01,32
S01032007,S,Berri L-2,1,0,0,0,2020,3,1,2020-03-01,9
S01032008,S,Préfontaine,0,1,0,0,2020,3,1,2020-03-01,23
S01032009,S,Snowdon,1,0,0,0,2020,3,1,2020-03-01,20
S01032102,S,Peel,0,1,0,0,2021,3,1,2021-03-01,7
S01032104,S,Lionel-Groulx,1,0,0,0,2021,3,1,2021-03-01,34
S01032105,S,Snowdon,1,0,0,0,2021,3,1,2021-03-01,48
S01032201,S,Vendôme,1,0,0,0,2022,3,1,2022-03-01,56
S01032202,S,Berri L-2,1,0,0,0,2022,3,1,2022-03-01,20
S01032203,S,Vendôme,1,0,0,0,2022,3,1,2022-03-01,10
S01032204,S,Fabre,0,0,0,1,2022,3,1,2022-03-01,48
S01032205,S,Berri-UQAM,0,1,0,0,2022,3,1,2022-03-01,19
S01032206,S,St-Laurent,0,1,0,0,2022,3,1,2022-03-01,29
S01041901,S,Jean-Talon,1,0,0,0,2019,4,1,2019-04-01,21
S01041902,S,Frontenac,0,1,0,0,2019,4,1,2019-04-01,44
S01041903,S,Bonaventure,1,0,0,0,2019,4,1,2019-04-01,46
S01041904,S,L'Assomption,0,1,0,0,2019,4,1,2019-04-01,42
S01041905,S,Guy-Concordia,0,1,0,0,2019,4,1,2019-04-01,20
S01041906,S,Villa-Maria,1,0,0,0,2019,4,1,2019-04-01,28
S01041907,S,Henri-Bourassa,1,0,0,0,2019,4,1,2019-04-01,42
S01042001,S,Berri-UQAM,0,1,0,0,2020,4,1,2020-04-01,9
S01042002,S,Champs-de-Mars,1,0,0,0,2020,4,1,2020-04-01,16
S01042003,S,L'Assomption,0,1,0,0,2020,4,1,2020-04-01,50
S01042004,S,Sherbrooke,1,0,0,0,2020,4,1,2020-04-01,21
S01042005,S,Sauvé,1,0,0,0,2020,4,1,2020-04-01,12
S01042101,S,Frontenac,0,1,0,0,2021,4,1,2021-04-01,35
S01042102,S,Honorée-Beaugrand,0,1,0,0,2021,4,1,2021-04-01,30
S01042103,S,Sherbrooke,1,0,0,0,2021,4,1,2021-04-01,44
S01042104,S,Vendôme,1,0,0,0,2021,4,1,2021-04-02,7
S01042105,S,St-Laurent,0,1,0,0,2021,4,1,2021-04-02,23
S01042106,S,Frontenac,0,1,0,0,2021,4,1,2021-04-02,45
S01042107,S,Lionel-Groulx,0,1,0,0,2021,4,1,2021-04-02,42
S01042201,S,Beaudry,0,1,0,0,2022,4,1,2022-04-01,54
S01042202,S,Peel,0,1,0,0,2022,4,1,2022-04-01,6
S01042203,S,Papineau,0,1,0,0,2022,4,1,2022-04-01,10
S01042204,S,Henri-Bourassa,1,0,0,0,2022,4,1,2022-04-01,3
S01042205,S,Papineau,0,1,0,0,2022,4,1,2022-04-01,10
S01042207,S,Cadillac,0,1,0,0,2022,4,1,2022-04-01,7
S01051901,S,Mont-Royal,1,0,0,0,2019,5,1,2019-05-01,35
S01051902,S,Bonaventure,1,0,0,0,2019,5,1,2019-05-01,57
S01051903,S,Côte-des-Neiges,0,0,0,1,2019,5,1,2019-05-01,36
S01051904,S,Angrignon,0,1,0,0,2019,5,1,2019-05-02,27
S01052001,S,Berri-UQAM,0,1,0,0,2020,5,1,2020-05-01,58
S01052002,S,Jean-Talon,1,0,0,0,2020,5,1,2020-05-01,43
S01052003,S,Monk,0,1,0,0,2020,5,1,2020-05-01,43
S01052004,S,Sherbrooke,1,0,0,0,2020,5,1,2020-05-01,17
S01052101,S,Plamondon,1,0,0,0,2021,5,1,2021-05-01,4
S01052102,S,St-Michel,0,0,0,1,2021,5,1,2021-05-01,24
S01052103,S,Sauvé,1,0,0,0,2021,5,1,2021-05-01,8
S01052104,S,Georges-Vanier,1,0,0,0,2021,5,1,2021-05-01,19
S01052105,S,Charlevoix,0,1,0,0,2021,5,1,2021-05-02,37
S01052201,S,L'Assomption,0,1,0,0,2022,5,1,2022-05-01,29
S01052202,S,Beaudry,0,1,0,0,2022,5,1,2022-05-01,48
S01052203,S,Jean-Talon,1,0,0,0,2022,5,1,2022-05-01,52
S01052204,S,McGill,0,1,0,0,2022,5,1,2022-05-01,19
S01052206,S,Atwater,0,1,0,0,2022,5,1,2022-05-01,53
S01052207,S,Langelier,0,1,0,0,2022,5,1,2022-05-01,21
S01052208,S,De Castelnau,0,0,0,1,2022,5,1,2022-05-02,9
S01061901,S,Guy-Concordia,0,1,0,0,2019,6,1,2019-06-01,38
S01061902,S,Guy-Concordia,0,1,0,0,2019,6,1,2019-06-01,43
S01061903,S,Atwater,0,1,0,0,2019,6,1,2019-06-01,27
S01061904,S,Lionel-Groulx,1,0,0,0,2019,6,1,2019-06-01,52
S01061905,S,Pie-IX,0,1,0,0,2019,6,1,2019-06-02,40
S01062001,S,Honorée-Beaugrand,0,1,0,0,2020,6,1,2020-06-01,31
S01062002,S,Henri-Bourassa,1,0,0,0,2020,6,1,2020-06-01,41
S01062003,S,Henri-Bourassa,1,0,0,0,2020,6,1,2020-06-01,39
S01062004,S,Cadillac,0,1,0,0,2020,6,1,2020-06-01,28
S01062006,S,Berri L-2,1,0,0,0,2020,6,1,2020-06-01,35
S01062101,S,Berri-UQAM,0,1,0,0,2021,6,1,2021-06-01,3
S01062102,S,Acadie,0,0,0,1,2021,6,1,2021-06-01,34
S01062103,S,Atwater,0,1,0,0,2021,6,1,2021-06-01,32
S01062104,S,Berri-UQAM,0,1,0,0,2021,6,1,2021-06-01,8
S01062105,S,Viau,0,1,0,0,2021,6,1,2021-06-01,36
S01062106,S,Crémazie,1,0,0,0,2021,6,1,2021-06-01,56
S01062107,S,Square-Victoria,1,0,0,0,2021,6,1,2021-06-01,25
S01062201,S,De la Savane,1,0,0,0,2022,6,1,2022-06-01,59
S01062202,S,Charlevoix,0,1,0,0,2022,6,1,2022-06-01,38
S01062203,S,De l'Eglise,0,1,0,0,2022,6,1,2022-06-01,21
S01062204,S,Viau,0,1,0,0,2022,6,1,2022-06-01,18
S01062205,S,Square-Victoria,1,0,0,0,2022,6,1,2022-06-01,7
S01071902,S,Berri-UQAM,0,1,0,0,2019,7,1,2019-07-01,41
S01071903,S,Rosemont,1,0,0,0,2019,7,1,2019-07-01,25
S01071904,S,Henri-Bourassa,1,0,0,0,2019,7,1,2019-07-01,39
S01071905,S,Charlevoix,0,1,0,0,2019,7,1,2019-07-01,0
S01072001,S,Sauvé,1,0,0,0,2020,7,1,2020-07-01,40
S01072102,S,Snowdon,1,0,0,0,2021,7,1,2021-07-01,50
S01072103,S,Rosemont,1,0,0,0,2021,7,1,2021-07-01,12
S01072104,S,Beaudry,0,1,0,0,2021,7,1,2021-07-01,7
S01072105,S,Snowdon,1,0,0,0,2021,7,1,2021-07-01,46
S01072106,S,Pie-IX,0,1,0,0,2021,7,1,2021-07-01,57
S01072107,S,Longueuil,0,0,1,0,2021,7,1,2021-07-01,46
S01072108,S,St-Michel,0,0,0,1,2021,7,1,2021-07-01,9
S01072201,S,Lionel-Groulx,0,1,0,0,2022,7,1,2022-07-01,42
S01072202,S,Angrignon,0,1,0,0,2022,7,1,2022-07-01,10
S01072203,S,Beaudry,0,1,0,0,2022,7,1,2022-07-01,2
S01072204,S,Côte-des-Neiges,0,0,0,1,2022,7,1,2022-07-01,39
S01072205,S,Crémazie,1,0,0,0,2022,7,1,2022-07-01,54
S01072206,S,Monk,0,1,0,0,2022,7,1,2022-07-01,32
S01072207,S,Papineau,0,1,0,0,2022,7,1,2022-07-01,3
S01081901,S,Monk,0,1,0,0,2019,8,1,2019-08-01,54
S01081902,S,Monk,0,1,0,0,2019,8,1,2019-08-01,11
S01081903,S,Berri-UQAM,0,1,0,0,2019,8,1,2019-08-01,19
S01081904,S,St-Laurent,0,1,0,0,2019,8,1,2019-08-01,50
S01081905,S,Honorée-Beaugrand,0,1,0,0,2019,8,1,2019-08-01,6
S01082001,S,Vendôme,1,0,0,0,2020,8,1,2020-08-02,52
S01082002,S,Guy-Concordia,0,1,0,0,2020,8,1,2020-08-01,38
S01082003,S,Jolicoeur,0,1,0,0,2020,8,1,2020-08-01,28
S01082004,S,Peel,0,1,0,0,2020,8,1,2020-08-01,5
S01082005,S,Peel,0,1,0,0,2020,8,1,2020-08-01,35
S01082006,S,Côte Ste-Catherine,1,0,0,0,2020,8,1,2020-08-01,11
S01082007,S,Lucien-L'Allier,1,0,0,0,2020,8,1,2020-08-01,45
S01082008,S,Pie-IX,0,1,0,0,2020,8,1,2020-08-01,8
S01082009,S,Acadie,0,0,0,1,2020,8,1,2020-08-01,0
S01082010,S,Jean-Talon,1,0,0,0,2020,8,1,2020-08-02,16
S01082101,S,Côte-des-Neiges,0,0,0,1,2021,8,1,2021-08-01,16
S01082102,S,Honorée-Beaugrand,0,1,0,0,2021,8,1,2021-08-01,48
S01082103,S,Place-des-Arts,0,1,0,0,2021,8,1,2021-08-01,53
S01082104,S,Guy-Concordia,0,1,0,0,2021,8,1,2021-08-02,45
S01091901,S,Snowdon,1,0,0,0,2019,9,1,2019-09-01,17
S01091902,S,Atwater,0,1,0,0,2019,9,1,2019-09-01,12
S01091903,S,Langelier,0,1,0,0,2019,9,1,2019-09-01,13
S01091904,S,Mont-Royal,1,0,0,0,2019,9,1,2019-09-01,41
S01091905,S,Jean-Talon,0,0,0,1,2019,9,1,2019-09-02,41
S01091906,S,Honorée-Beaugrand,0,1,0,0,2019,9,1,2019-09-02,50
S01092001,S,Berri-UQAM,0,1,0,0,2020,9,1,2020-09-01,32
S01092002,S,Atwater,0,1,0,0,2020,9,1,2020-09-01,39
S01092003,S,Henri-Bourassa,1,0,0,0,2020,9,1,2020-09-01,15
S01092004,S,Berri-UQAM,0,1,0,0,2020,9,1,2020-09-01,46
S01092101,S,Montmorency,1,0,0,0,2021,9,1,2021-09-01,52
S01092102,S,Place St-Henri,1,0,0,0,2021,9,1,2021-09-01,8
S01092103,S,Côte-des-Neiges,0,0,0,1,2021,9,1,2021-09-01,5
S01092104,S,Berri-UQAM,0,1,0,0,2021,9,1,2021-09-01,21
S01092105,S,Jean-Talon,1,0,0,0,2021,9,1,2021-09-01,52
S01092106,S,Jean-Talon,1,0,0,0,2021,9,1,2021-09-01,1
S01092107,S,Cadillac,0,1,0,0,2021,9,1,2021-09-01,39
S01092108,S,Georges-Vanier,1,0,0,0,2021,9,1,2021-09-01,7
S01092109,S,Langelier,0,1,0,0,2021,9,1,2021-09-02,19
S01101901,S,Honorée-Beaugrand,0,1,0,0,2019,10,1,2019-10-01,40
S01101902,S,Lionel-Groulx,0,1,0,0,2019,10,1,2019-10-01,22
S01101903,S,Pie-IX,0,1,0,0,2019,10,1,2019-10-01,58
S01101905,S,Frontenac,0,1,0,0,2019,10,1,2019-10-01,27
S01102001,S,Sherbrooke,1,0,0,0,2020,10,1,2020-10-01,53
S01102002,S,Berri-UQAM,0,1,0,0,2020,10,1,2020-10-01,37
S01102003,S,Square-Victoria,1,0,0,0,2020,10,1,2020-10-01,44
S01102004,S,Place St-Henri,1,0,0,0,2020,10,1,2020-10-01,26
S01102005,S,Côte-Vertu,1,0,0,0,2020,10,1,2020-10-01,26
S01102006,S,Beaudry,0,1,0,0,2020,10,1,2020-10-01,9
S01102007,S,Joliette,0,1,0,0,2020,10,1,2020-10-01,29
S01102008,S,Place-des-Arts,0,1,0,0,2020,10,1,2020-10-01,5
S01102009,S,Place-des-Arts,0,1,0,0,2020,10,1,2020-10-01,2
S01102010,S,Papineau,0,1,0,0,2020,10,1,2020-10-02,10
S01102101,S,Mont-Royal,1,0,0,0,2021,10,1,2021-10-01,9
S01102102,S,Montmorency,1,0,0,0,2021,10,1,2021-10-01,19
S01102103,S,Jolicoeur,0,1,0,0,2021,10,1,2021-10-01,39
S01102104,S,Atwater,0,1,0,0,2021,10,1,2021-10-01,55
S01102105,S,Cadillac,0,1,0,0,2021,10,1,2021-10-01,43
S01111901,S,McGill,0,1,0,0,2019,11,1,2019-11-01,50
S01111902,S,Place-D'Armes,1,0,0,0,2019,11,1,2019-11-01,37
S01111903,S,Côte-Vertu,1,0,0,0,2019,11,1,2019-11-01,40
S01111904,S,Beaudry,0,1,0,0,2019,11,1,2019-11-01,28
S01111905,S,Square-Victoria,1,0,0,0,2019,11,1,2019-11-01,14
S01111906,S,Beaubien,1,0,0,0,2019,11,1,2019-11-01,59
S01111907,S,Snowdon,1,0,0,0,2019,11,1,2019-11-01,6
S01111908,S,Plamondon,1,0,0,0,2019,11,1,2019-11-01,47
S01111909,S,Square-Victoria,1,0,0,0,2019,11,1,2019-11-01,30
S01111910,S,Lionel-Groulx,0,1,0,0,2019,11,1,2019-11-01,7
S01111911,S,Vendôme,1,0,0,0,2019,11,1,2019-11-01,33
S01111912,S,Bonaventure,1,0,0,0,2019,11,1,2019-11-01,19
S01111913,S,Lionel-Groulx,0,1,0,0,2019,11,1,2019-11-01,35
S01111914,S,Snowdon,1,0,0,0,2019,11,1,2019-11-02,8
S01111915,S,Berri-UQAM,0,1,0,0,2019,11,1,2019-11-02,38
S01112001,S,Snowdon,1,0,0,0,2020,11,1,2020-11-01,50
S01112002,S,L'Assomption,0,1,0,0,2020,11,1,2020-11-01,4
S01112003,S,Cadillac,0,1,0,0,2020,11,1,2020-11-01,7
S01112004,S,Lionel-Groulx,0,1,0,0,2020,11,1,2020-11-01,10
S01112006,S,Parc,0,0,0,1,2020,11,1,2020-11-01,7
S01112007,S,Lionel-Groulx,0,1,0,0,2020,11,1,2020-11-01,51
S01112101,S,St-Michel,0,0,0,1,2021,11,1,2021-11-01,20
S01112102,S,Joliette,0,1,0,0,2021,11,1,2021-11-01,48
S01112103,S,Henri-Bourassa,1,0,0,0,2021,11,1,2021-11-01,39
S01112104,S,Du Collège,1,0,0,0,2021,11,1,2021-11-01,8
S01112105,S,Place St-Henri,1,0,0,0,2021,11,1,2021-11-01,4
S01112106,S,Square-Victoria,1,0,0,0,2021,11,1,2021-11-01,45
S01112107,S,Peel,0,1,0,0,2021,11,1,2021-11-01,19
S01112108,S,Honorée-Beaugrand,0,1,0,0,2021,11,1,2021-11-01,46
S01112109,S,Honorée-Beaugrand,0,1,0,0,2021,11,1,2021-11-01,27
S01112110,S,Radisson,0,1,0,0,2021,11,1,2021-11-01,41
S01112111,S,Bonaventure,1,0,0,0,2021,11,1,2021-11-01,47
S01121901,S,Lionel-Groulx,0,1,0,0,2019,12,1,2019-12-01,33
S01121902,S,Place-des-Arts,0,1,0,0,2019,12,1,2019-12-01,29
S01121903,S,Frontenac,0,1,0,0,2019,12,1,2019-12-01,14
S01121904,S,Berri-UQAM,0,1,0,0,2019,12,1,2019-12-01,21
S01121905,S,Place-D'Armes,1,0,0,0,2019,12,1,2019-12-01,58
S01121906,S,Snowdon,1,0,0,0,2019,12,1,2019-12-02,28
S01122001,S,Montmorency,1,0,0,0,2020,12,1,2020-12-01,32
S01122002,S,Cadillac,0,1,0,0,2020,12,1,2020-12-01,11
S01122003,S,Edouard Montpetit,0,0,0,1,2020,12,1,2020-12-01,29
S01122004,S,McGill,0,1,0,0,2020,12,1,2020-12-01,59
S01122005,S,Outremont,0,0,0,1,2020,12,1,2020-12-01,35
S01122006,S,Cadillac,0,1,0,0,2020,12,1,2020-12-01,4
S01122007,S,Cadillac,0,1,0,0,2020,12,1,2020-12-01,32
S01122008,S,Berri L-2,1,0,0,0,2020,12,1,2020-12-01,30
S01122101,S,Pie-IX,0,1,0,0,2021,12,1,2021-12-01,26
S01122102,S,Montmorency,1,0,0,0,2021,12,1,2021-12-01,25
S01122103,S,De Castelnau,0,0,0,1,2021,12,1,2021-12-01,42
S01122104,S,Square-Victoria,1,0,0,0,2021,12,1,2021-12-01,53
S01122105,S,Sauvé,1,0,0,0,2021,12,1,2021-12-01,35
S01122106,S,Vendôme,1,0,0,0,2021,12,1,2021-12-01,12
S01122107,S,De Castelnau,0,0,0,1,2021,12,1,2021-12-01,43
S01122108,S,Charlevoix,0,1,0,0,2021,12,1,2021-12-02,29
S01122109,S,Guy-Concordia,0,1,0,0,2021,12,1,2021-12-01,22
S02011901,S,Monk,0,1,0,0,2019,1,2,2019-01-02,56
S02011902,S,Monk,0,1,0,0,2019,1,2,2019-01-02,3
S02011904,S,Snowdon,1,0,0,0,2019,1,2,2019-01-02,16
S02012001,S,Préfontaine,0,1,0,0,2020,1,2,2020-01-02,38
S02012002,S,Berri-UQAM,0,1,0,0,2020,1,2,2020-01-02,2
S02012003,S,Berri-UQAM,0,1,0,0,2020,1,2,2020-01-02,21
S02012004,S,Charlevoix,0,1,0,0,2020,1,2,2020-01-02,48
S02012005,S,Cartier,1,0,0,0,2020,1,2,2020-01-02,48
S02012006,S,Côte-des-Neiges,0,0,0,1,2020,1,2,2020-01-02,33
S02012007,S,Beaudry,0,1,0,0,2020,1,2,2020-01-03,50
S02012101,S,Berri-UQAM,0,1,0,0,2021,1,2,2021-01-02,27
S02012102,S,St-Michel,0,0,0,1,2021,1,2,2021-01-02,7
S02012103,S,Cartier,1,0,0,0,2021,1,2,2021-01-02,24
S02012104,S,Côte Ste-Catherine,1,0,0,0,2021,1,2,2021-01-02,50
S02012105,S,Fabre,0,0,0,1,2021,1,2,2021-01-02,48
S02012106,S,Berri-UQAM,0,1,0,0,2021,1,2,2021-01-02,9
S02012107,S,Papineau,0,1,0,0,2021,1,2,2021-01-02,49
S02012108,S,Champs-de-Mars,1,0,0,0,2021,1,2,2021-01-02,0
S02012109,S,Fabre,0,0,0,1,2021,1,2,2021-01-02,46
S02012110,S,Sauvé,1,0,0,0,2021,1,2,2021-01-03,33
S02012201,S,Berri L-2,1,0,0,0,2022,1,2,2022-01-02,20
S02012202,S,Berri-UQAM,0,1,0,0,2022,1,2,2022-01-02,51
S02012203,S,Monk,0,1,0,0,2022,1,2,2022-01-02,41
S02012204,S,Guy-Concordia,0,1,0,0,2022,1,2,2022-01-02,19
S02012205,S,Papineau,0,1,0,0,2022,1,2,2022-01-02,11
S02021901,S,Jarry,1,0,0,0,2019,2,2,2019-02-02,20
S02021902,S,Papineau,0,1,0,0,2019,2,2,2019-02-02,31
S02021903,S,Honorée-Beaugrand,0,1,0,0,2019,2,2,2019-02-02,9
S02021904,S,Laurier,1,0,0,0,2019,2,2,2019-02-02,53
S02021905,S,Honorée-Beaugrand,0,1,0,0,2019,2,2,2019-02-02,2
S02021906,S,Peel,0,1,0,0,2019,2,2,2019-02-02,32
S02021907,S,Lionel-Groulx,1,0,0,0,2019,2,2,2019-02-02,35
S02021908,S,Place-des-Arts,0,1,0,0,2019,2,2,2019-02-02,18
S02021909,S,Honorée-Beaugrand,0,1,0,0,2019,2,2,2019-02-02,18
S02021910,S,Berri-UQAM,0,1,0,0,2019,2,2,2019-02-02,4
S02021911,S,Lionel-Groulx,0,1,0,0,2019,2,2,2019-02-03,27
S02022001,S,Verdun,0,1,0,0,2020,2,2,2020-02-02,58
S02022002,S,St-Laurent,0,1,0,0,2020,2,2,2020-02-02,8
S02022003,S,Plamondon,1,0,0,0,2020,2,2,2020-02-02,16
S02022004,S,Villa-Maria,1,0,0,0,2020,2,2,2020-02-02,45
S02022005,S,Atwater,0,1,0,0,2020,2,2,2020-02-02,35
S02022006,S,Guy-Concordia,0,1,0,0,2020,2,2,2020-02-02,10
S02022007,S,Jean-Talon,1,0,0,0,2020,2,2,2020-02-02,9
S02022008,S,Laurier,1,0,0,0,2020,2,2,2020-02-02,16
S02022009,S,Guy-Concordia,0,1,0,0,2020,2,2,2020-02-02,10
S02022010,S,Berri-UQAM,0,1,0,0,2020,2,2,2020-02-02,4
S02022101,S,Lionel-Groulx,0,1,0,0,2021,2,2,2021-02-02,49
S02022102,S,Square-Victoria,1,0,0,0,2021,2,2,2021-02-02,8
S02022103,S,Berri-UQAM,0,1,0,0,2021,2,2,2021-02-02,16
S02022104,S,Atwater,0,1,0,0,2021,2,2,2021-02-02,19
S02022105,S,Frontenac,0,1,0,0,2021,2,2,2021-02-02,44
S02022201,S,Champs-de-Mars,1,0,0,0,2022,2,2,2022-02-02,32
S02022202,S,Jean-Talon,1,0,0,0,2022,2,2,2022-02-02,37
S02022203,S,Beaudry,0,1,0,0,2022,2,2,2022-02-02,17
S02022204,S,Atwater,0,1,0,0,2022,2,2,2022-02-02,16
S02022205,S,Joliette,0,1,0,0,2022,2,2,2022-02-02,51
