Variable:,tas
,Annual,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Tokelau,28.70,28.58,28.59,28.92,29.03,28.90,28.40,28.42,28.42,28.79,28.76,28.87,28.72
"Administrative unit not available",28.76,28.58,28.71,28.93,29.06,28.92,28.56,28.55,28.55,28.82,28.79,28.88,28.79
