Variable:,tas
,Annual,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
"St. Helena",18.45,19.89,20.83,21.25,20.39,19.59,17.81,16.73,16.15,16.29,16.60,17.33,18.68
"Tristan Da Cunha",13.11,15.83,16.14,15.68,14.34,12.53,11.38,10.74,10.35,10.69,11.79,13.23,14.83
"Saint Helena",18.43,19.86,20.80,21.23,20.37,19.57,17.80,16.70,16.12,16.26,16.57,17.30,18.66
Ascension,25.98,26.42,27.29,27.95,27.93,27.26,26.07,25.34,24.31,24.19,24.47,24.92,25.65
