Variable:,tas
,Annual,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Aruba,29.17,27.60,27.54,28.01,28.79,29.61,30.01,30.11,30.62,30.84,30.03,28.72,28.09
"Administrative unit not available",29.17,27.60,27.54,28.01,28.79,29.61,30.01,30.11,30.62,30.84,30.03,28.72,28.09
